2025-05-05 10:57:09.1272|Debug|ECommerce.API.Program|init main |URL: |Action: 
2025-05-05 20:16:33.7252|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. |URL: |Action: 
2025-05-05 20:16:33.7252|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. |URL: |Action: 
2025-05-05 20:16:33.7252|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. |URL: |Action: 
2025-05-05 20:16:33.7252|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. |URL: |Action: 
2025-05-05 20:16:33.7252|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" received HEADERS frame for stream ID 1 with length 496 and flags END_STREAM, END_HEADERS, PRIORITY. |URL: |Action: 
2025-05-05 20:16:33.7434|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. |URL: |Action: 
2025-05-05 20:16:33.7689|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7295/swagger/index.html - - - |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:33.8838|Debug|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|Wildcard detected, all requests with hosts will be allowed. |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:33.8838|Trace|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:33.9041|Debug|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|No candidates found for the request path '/swagger/index.html' |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:33.9041|Debug|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request did not match any endpoints |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:33.9848|Debug|Microsoft.WebTools.BrowserLink.Net.BrowserLinkMiddleware|Response markup is scheduled to include Browser Link script injection. |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:33.9848|Debug|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup is scheduled to include browser refresh script injection. |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:33.9899|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. |URL: |Action: 
2025-05-05 20:16:33.9899|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 1 with length 4096 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.0073|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 1 with length 925 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.0073|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 1 with length 81 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.0073|Debug|Microsoft.WebTools.BrowserLink.Net.BrowserLinkMiddleware|Response markup was updated to include Browser Link script injection. |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:34.0073|Debug|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup was updated to include browser refresh script injection. |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:34.0073|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. |URL: |Action: 
2025-05-05 20:16:34.0073|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/2 GET https://localhost:7295/swagger/index.html - 200 - text/html;charset=utf-8 256.4165ms |URL: https://localhost/swagger/index.html|Action: 
2025-05-05 20:16:34.0731|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" received HEADERS frame for stream ID 3 with length 115 and flags END_STREAM, END_HEADERS, PRIORITY. |URL: |Action: 
2025-05-05 20:16:34.0731|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7295/_framework/aspnetcore-browser-refresh.js - - - |URL: https://localhost/_framework/aspnetcore-browser-refresh.js|Action: 
2025-05-05 20:16:34.0731|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending HEADERS frame for stream ID 3 with length 60 and flags END_HEADERS. |URL: |Action: 
2025-05-05 20:16:34.0731|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 3 with length 16384 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.0731|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 3 with length 127 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.0731|Debug|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserScriptMiddleware|Script injected: /_framework/aspnetcore-browser-refresh.js |URL: https://localhost/_framework/aspnetcore-browser-refresh.js|Action: 
2025-05-05 20:16:34.0836|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. |URL: |Action: 
2025-05-05 20:16:34.0836|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/2 GET https://localhost:7295/_framework/aspnetcore-browser-refresh.js - 200 16511 application/javascript;+charset=utf-8 7.9017ms |URL: https://localhost/_framework/aspnetcore-browser-refresh.js|Action: 
2025-05-05 20:16:34.3402|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY. |URL: |Action: 
2025-05-05 20:16:34.3402|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7295/_vs/browserLink - - - |URL: https://localhost/_vs/browserLink|Action: 
2025-05-05 20:16:34.4134|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS. |URL: |Action: 
2025-05-05 20:16:34.4134|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 9986 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4134|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4134|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4420|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4438|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4438|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4438|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4438|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4438|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4438|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4438|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4438|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4438|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4609|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4609|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 10240 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4609|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 1806 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.4609|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. |URL: |Action: 
2025-05-05 20:16:34.4609|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/2 GET https://localhost:7295/_vs/browserLink - 200 - text/javascript;+charset=UTF-8 124.0971ms |URL: https://localhost/_vs/browserLink|Action: 
2025-05-05 20:16:34.5576|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" received HEADERS frame for stream ID 7 with length 74 and flags END_STREAM, END_HEADERS, PRIORITY. |URL: |Action: 
2025-05-05 20:16:34.5576|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7295/swagger/v1/swagger.json - - - |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 20:16:34.5576|Trace|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 20:16:34.5576|Debug|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|No candidates found for the request path '/swagger/v1/swagger.json' |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 20:16:34.5576|Debug|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request did not match any endpoints |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 20:16:34.5972|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. |URL: |Action: 
2025-05-05 20:16:34.5972|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 7 with length 7405 and flags NONE. |URL: |Action: 
2025-05-05 20:16:34.6162|Trace|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. |URL: |Action: 
2025-05-05 20:16:34.6162|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request finished HTTP/2 GET https://localhost:7295/swagger/v1/swagger.json - 200 - application/json;charset=utf-8 57.5892ms |URL: https://localhost/swagger/v1/swagger.json|Action: 
2025-05-05 20:16:36.2789|Debug|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HNCBV2AHN4C4" accepted. |URL: |Action: 
2025-05-05 20:16:36.2789|Debug|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HNCBV2AHN4C4" started. |URL: |Action: 
2025-05-05 20:16:36.2901|Debug|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|Connection 0HNCBV2AHN4C4 established using the following protocol: Tls13 |URL: |Action: 
2025-05-05 20:16:36.2901|Info|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/1.1 GET https://localhost:7295/api/Product/summary - - - |URL: https://localhost/api/Product/summary|Action: 
2025-05-05 20:16:36.2901|Trace|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. |URL: https://localhost/api/Product/summary|Action: 
2025-05-05 20:16:36.3084|Debug|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|1 candidate(s) found for the request path '/api/Product/summary' |URL: https://localhost/api/Product/summary|Action: 
2025-05-05 20:16:36.3084|Debug|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|Endpoint 'ECommerce.API.Controllers.ProductController.GetProductSummariesAsync (ECommerce.API)' with route pattern 'api/Product/summary' is valid for the request path '/api/Product/summary' |URL: https://localhost/api/Product/summary|Action: 
2025-05-05 20:16:36.3084|Debug|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request matched endpoint 'ECommerce.API.Controllers.ProductController.GetProductSummariesAsync (ECommerce.API)' |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3084|Trace|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|The endpoint does not specify the IRequestSizeLimitMetadata. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3184|Debug|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Static files was skipped as the request already matched an endpoint. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3184|Info|Microsoft.AspNetCore.Routing.EndpointMiddleware|Executing endpoint 'ECommerce.API.Controllers.ProductController.GetProductSummariesAsync (ECommerce.API)' |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3525|Info|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Route matched with {action = "GetProductSummaries", controller = "Product"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] GetProductSummariesAsync() on controller ECommerce.API.Controllers.ProductController (ECommerce.API). |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3525|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of authorization filters (in the following order): None |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3525|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of resource filters (in the following order): None |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3525|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter (Order: -3000), Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter (Order: -2000) |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3525|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of exception filters (in the following order): None |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3525|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter (Order: -2000) |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.3525|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executing controller factory for controller ECommerce.API.Controllers.ProductController (ECommerce.API) |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.4856|Debug|Microsoft.EntityFrameworkCore.Infrastructure|An 'IServiceProvider' was created for internal use by Entity Framework. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.6052|Debug|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executed controller factory for controller ECommerce.API.Controllers.ProductController (ECommerce.API) |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.6052|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.6052|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.6052|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.6052|Trace|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.6112|Info|Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker|Executing action method ECommerce.API.Controllers.ProductController.GetProductSummariesAsync (ECommerce.API) - Validation state: Valid |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:36.8367|Debug|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HNCBV2AHN4C3" received FIN. |URL: |Action: 
2025-05-05 20:16:36.8399|Debug|Microsoft.AspNetCore.Server.Kestrel.Http2|The connection queue processing loop for 0HNCBV2AHN4C3 completed. |URL: |Action: 
2025-05-05 20:16:36.8399|Debug|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HNCBV2AHN4C3" is closed. The last processed stream ID was 7. |URL: |Action: 
2025-05-05 20:16:36.8399|Debug|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HNCBV2AHN4C3" sending FIN because: "The Socket transport's send loop completed gracefully." |URL: |Action: 
2025-05-05 20:16:36.8527|Debug|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HNCBV2AHN4C3" stopped. |URL: |Action: 
2025-05-05 20:16:37.2515|Warn|Microsoft.EntityFrameworkCore.Model.Validation|No store type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:37.2515|Warn|Microsoft.EntityFrameworkCore.Model.Validation|No store type was specified for the decimal property 'AverageRating' on entity type 'SellerProfile'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType', specify precision and scale using 'HasPrecision', or configure a value converter using 'HasConversion'. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:37.3080|Debug|Microsoft.EntityFrameworkCore.Infrastructure|Entity Framework Core 9.0.4 initialized 'AppDbContext' using provider 'Microsoft.EntityFrameworkCore.SqlServer:9.0.4' with options: EngineType=SqlServer  |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:37.3513|Debug|Microsoft.EntityFrameworkCore.Query|Compiling query expression: 
'DbSet<Product>()
    .AsNoTracking()
    .Include(p => p.Category)
    .Include(p => p.Seller)
    .ThenInclude(s => s.SellerProfile)' |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:37.4161|Debug|Microsoft.EntityFrameworkCore.Query|Including navigation: 'Product.Category'. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:37.4161|Debug|Microsoft.EntityFrameworkCore.Query|Including navigation: 'Product.Seller'. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:37.4161|Debug|Microsoft.EntityFrameworkCore.Query|Including navigation: 'User.SellerProfile'. |URL: https://localhost/api/Product/summary|Action: GetProductSummaries
2025-05-05 20:16:37.6081|Debug|Microsoft.EntityFrameworkCore.Query|Generated query execution expression: 
'queryContext => SingleQueryingEnumerable.Create<Product>(
    relationalQueryContext: (RelationalQueryContext)queryContext, 
    relationalCommandResolver: parameters => [LIFTABLE Constant: RelationalCommandCache.QueryExpression(
        Client Projections:
            0 -> Dictionary<IProperty, int> { [Property: Product.Id (int) Required PK AfterSave:Throw ValueGenerated.OnAdd, 0], [Property: Product.Brand (string) Required, 1], [Property: Product.CategoryId (int) Required FK Index, 2], [Property: Product.Color (string), 3], [Property: Product.CreatedAt (DateTime) Required, 4], [Property: Product.Description (string) Required, 5], [Property: Product.Dimensions (string), 6], [Property: Product.DiscountRate (double) Required, 7], [Property: Product.ImageUrl (string), 8], [Property: Product.IsActive (bool) Required, 9], [Property: Product.Material (string), 10], [Property: Product.Model (string) Required, 11], [Property: Product.Price (decimal) Required, 12], [Property: Product.ProductCode (string), 13], [Property: Product.SellerId (int) Required FK Index, 14], [Property: Product.SoldCount (int) Required, 15], [Property: Product.Stock (_stock, int) Required, 16], [Property: Product.Tags (string), 17], [Property: Product.ViewsCount (int) Required, 18], [Property: Product.WarrantyPeriod (int?), 19], [Property: Product.Weight (double?), 20] }
            1 -> Dictionary<IProperty, int> { [Property: Category.Id (int) Required PK AfterSave:Throw ValueGenerated.OnAdd, 21], [Property: Category.BaseCode (string) Required, 22], [Property: Category.Name (string) Required, 23], [Property: Category.Prefix (string) Required, 24] }
            2 -> Dictionary<IProperty, int> { [Property: User.Id (int) Required PK AfterSave:Throw ValueGenerated.OnAdd, 25], [Property: User.Address (string), 26], [Property: User.CreatedAt (DateTime) Required, 27], [Property: User.Email (string) Required, 28], [Property: User.FirstName (string), 29], [Property: User.IsActive (bool) Required, 30], [Property: User.LastLoginAt (DateTime?), 31], [Property: User.LastName (string), 32], [Property: User.PasswordHash (string) Required, 33], [Property: User.PhoneNumber (string), 34], [Property: User.ProfileImageUrl (string), 35], [Property: User.Role (string) Required, 36], [Property: User.Username (string) Required, 37] }
            3 -> Dictionary<IProperty, int> { [Property: SellerProfile.UserId (int) Required PK FK AfterSave:Throw, 38], [Property: SellerProfile.AverageRating (decimal) Required, 39], [Property: SellerProfile.IsActive (bool) Required, 40], [Property: SellerProfile.IsVerified (bool) Required, 41], [Property: SellerProfile.ShopAddress (string), 42], [Property: SellerProfile.ShopBannerUrl (string), 43], [Property: SellerProfile.ShopDescription (string), 44], [Property: SellerProfile.ShopEmail (string), 45], [Property: SellerProfile.ShopLogoUrl (string), 46], [Property: SellerProfile.ShopName (string) Required, 47], [Property: SellerProfile.ShopPhoneNumber (string), 48], [Property: SellerProfile.TotalReviews (int) Required, 49] }
        SELECT p.Id, p.Brand, p.CategoryId, p.Color, p.CreatedAt, p.Description, p.Dimensions, p.DiscountRate, p.ImageUrl, p.IsActive, p.Material, p.Model, p.Price, p.ProductCode, p.SellerId, p.SoldCount, p.Stock, p.Tags, p.ViewsCount, p.WarrantyPeriod, p.Weight, c.Id, c.BaseCode, c.Name, c.Prefix, u.Id, u.Address, u.CreatedAt, u.Email, u.FirstName, u.IsActive, u.LastLoginAt, u.LastName, u.PasswordHash, u.PhoneNumber, u.ProfileImageUrl, u.Role, u.Username, s.UserId, s.AverageRating, s.IsActive, s.IsVerified, s.ShopAddress, s.ShopBannerUrl, s.ShopDescription, s.ShopEmail, s.ShopLogoUrl, s.ShopName, s.ShopPhoneNumber, s.TotalReviews
        FROM Products AS p
        INNER JOIN Categories AS c ON p.CategoryId == c.Id
        INNER JOIN Users AS u ON p.SellerId == u.Id
        LEFT JOIN SellerProfiles AS s ON u.Id == s.UserId) | Resolver: c => new RelationalCommandCache(
        c.Dependencies.MemoryCache, 
        c.RelationalDependencies.QuerySqlGeneratorFactory, 
        c.RelationalDependencies.RelationalParameterBasedSqlProcessorFactory, 
        Client Projections:
            0 -> Dictionary<IProperty, int> { [Property: Product.Id (int) Required PK AfterSave:Throw ValueGenerated.OnAdd, 0], [Property: Product.Brand (string) Required, 1], [Property: Product.CategoryId (int) Required FK Index, 2], [Property: Product.Color (string), 3], [Property: Product.CreatedAt (DateTime) Required, 4], [Property: Product.Description (string) Required, 5], [Property: Product.Dimensions (string), 6], [Property: Product.DiscountRate (double) Required, 7], [Property: Product.ImageUrl (string), 8], [Property: Product.IsActive (bool) Required, 9], [Property: Product.Material (string), 10], [Property: Product.Model (string) Required, 11], [Property: Product.Price (decimal) Required, 12], [Property: Product.ProductCode (string), 13], [Property: Product.SellerId (int) Required FK Index, 14], [Property: Product.SoldCount (int) Required, 15], [Property: Product.Stock (_stock, int) Required, 16], [Property: Product.Tags (string), 17], [Property: Product.ViewsCount (int) Required, 18], [Property: Product.WarrantyPeriod (int?), 19], [Property: Product.Weight (double?), 20] }
            1 -> Dictionary<IProperty, int> { [Property: Category.Id (int) Required PK AfterSave:Throw ValueGenerated.OnAdd, 21], [Property: Category.BaseCode (string) Required, 22], [Property: Category.Name (string) Required, 23], [Property: Category.Prefix (string) Required, 24] }
            2 -> Dictionary<IProperty, int> { [Property: User.Id (int) Required PK AfterSave:Throw ValueGenerated.OnAdd, 25], [Property: User.Address (string), 26], [Property: User.CreatedAt (DateTime) Required, 27], [Property: User.Email (string) Required, 28], [Property: User.FirstName (string), 29], [Property: User.IsActive (bool) Required, 30], [Property: User.LastLoginAt (DateTime?), 31], [Property: User.LastName (string), 32], [Property: User.PasswordHash (string) Required, 33], [Property: User.PhoneNumber (string), 34], [Property: User.ProfileImageUrl (string), 35], [Property: User.Role (string) Required, 36], [Property: User.Username (string) Required, 37] }
            3 -> Dictionary<IProperty, int> { [Property: SellerProfile.UserId (int) Required PK FK AfterSave:Throw, 38], [Property: SellerProfile.AverageRating (decimal) Required, 39], [Property: SellerProfile.IsActive (bool) Required, 40], [Property: SellerProfile.IsVerified (bool) Required, 41], [Property: SellerProfile.ShopAddress (string), 42], [Property: SellerProfile.ShopBannerUrl (string), 43], [Property: SellerProfile.ShopDescription (string), 44], [Property: SellerProfile.ShopEmail (string), 45], [Property: SellerProfile.ShopLogoUrl (string), 46], [Property: SellerProfile.ShopName (string) Required, 47], [Property: SellerProfile.ShopPhoneNumber (string), 48], [Property: SellerProfile.TotalReviews (int) Required, 49] }
